Date,Group,TopicType,Url,Title,RawGithubUrl,ADA Status,Eligible for Exec Doc Conversion?,Reason for Ineligiblity,PageViews,PVMoM,Visitors,Engagement,Flags,BounceRate,ClickThroughRate,CopyTryScrollRate,ExitRate,HelpfulRating,Ratings,Verbatims,Link_Drilldown_Docs,Link_Trends,Freshness,LastPublished,LastReviewed,OrganicSearchReferrals,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,ScrollRate,FirstPublished,MSAuthor,IsHistorical,RedirectUrl,PlatformId,TopicKey,CSAs
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/known-issues-custom-kubelet-configuration,Known issues - custom kubelet configuration on AKS Windows nodes - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/known-issues-custom-kubelet-configuration.md,,no,no bash or Azure CLI commands present,15,-28.60%,12,H,0,,66.70%,91.70%,20.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=70c5ceb6-458f-b4ca-d7b7-363153079d18,https://aka.ms/learncontenttrends?p_SelectedPlatformId=70c5ceb6-458f-b4ca-d7b7-363153079d18,> 365 days,4/10/2024,4/28/2023,10,66.70%,0.00%,33.30%,0.00%,0.00%,8%,0%,92%,4/10/2024,genli,No,,70c5ceb6-458f-b4ca-d7b7-363153079d18,f5855490-fcbf-34f7-95c3-70ef195c2e31,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/missing-or-invalid-service-principal,Missing or invalid service principal when creating an AKS cluster - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/missing-or-invalid-service-principal.md,,no,"no bash/terminal commands present, instructions reference portal and waiting steps only",30,-43.40%,28,H,0,6.70%,20.00%,82.10%,36.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=f427f78b-9a73-aa09-4184-1c6981d6877a,https://aka.ms/learncontenttrends?p_SelectedPlatformId=f427f78b-9a73-aa09-4184-1c6981d6877a,> 365 days,########,7/8/2022,23,76.70%,3.30%,20.00%,0.00%,0.00%,4%,0%,82%,4/10/2024,genli,No,,f427f78b-9a73-aa09-4184-1c6981d6877a,f32fce56-4f85-3b0c-8830-d6369b0a5bc3,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/availability-performance/node-not-ready-custom-script-extension-errors,Node Not Ready because of custom script extension (CSE) errors - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/availability-performance/node-not-ready-custom-script-extension-errors.md,,yes,,78,-20.40%,52,H,0,6.40%,23.10%,84.60%,26.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=f961f5a8-4c18-1481-5f00-503c00a360cb,https://aka.ms/learncontenttrends?p_SelectedPlatformId=f961f5a8-4c18-1481-5f00-503c00a360cb,> 365 days,########,10/8/2022,28,35.90%,3.80%,60.30%,0.00%,0.00%,10%,0%,85%,4/10/2024,genli,No,,f961f5a8-4c18-1481-5f00-503c00a360cb,6b7bb6d4-d682-37c8-953c-aa0a0fe06c0a,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/availability-performance/node-not-ready-after-being-healthy,Node Not Ready status after node is in a healthy state - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/availability-performance/node-not-ready-after-being-healthy.md,,yes,,252,-37.30%,184,H,0,13.90%,13.90%,87.50%,38.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=29a9f740-aee3-a7ef-813d-b7dbbfd43001,https://aka.ms/learncontenttrends?p_SelectedPlatformId=29a9f740-aee3-a7ef-813d-b7dbbfd43001,181-270 days,9/5/2024,8/27/2024,132,52.40%,13.90%,19.00%,14.70%,0.00%,11%,0%,88%,4/10/2024,genli,No,,29a9f740-aee3-a7ef-813d-b7dbbfd43001,ccf85ac9-e9c6-3e62-9921-6bc351fab7d4,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/nodepoolmcversionincompatible-error,NodePoolMcVersionIncompatible - Node pool version 1.x and control plane version 1.y are incompatible - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/nodepoolmcversionincompatible-error.md,,yes,,34,-10.50%,23,H,0,8.80%,14.70%,95.70%,47.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=fb4073a1-a11b-af9f-9676-6f09cd51d05d,https://aka.ms/learncontenttrends?p_SelectedPlatformId=fb4073a1-a11b-af9f-9676-6f09cd51d05d,91-180 days,########,########,19,55.90%,5.90%,38.20%,0.00%,0.00%,4%,0%,96%,4/10/2024,genli,No,,fb4073a1-a11b-af9f-9676-6f09cd51d05d,ad2c17f4-cc70-3311-ad48-5a2d730df3da,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/pod-stuck-crashloopbackoff-mode,Pod is stuck in CrashLoopBackOff mode - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/pod-stuck-crashloopbackoff-mode.md,,no,"contains only documentation and example commands, not step-based bash scripts or code blocks eligible for execution",251,-20.80%,188,H,0,11.60%,12.40%,89.90%,58.60%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=5d96ca7c-52f4-e32c-3e26-d54fc83caad6,https://aka.ms/learncontenttrends?p_SelectedPlatformId=5d96ca7c-52f4-e32c-3e26-d54fc83caad6,> 365 days,4/10/2024,9/7/2023,168,66.90%,9.20%,18.30%,5.60%,0.00%,13%,0%,90%,4/10/2024,vipullag,No,,5d96ca7c-52f4-e32c-3e26-d54fc83caad6,05b05104-3f89-3cd0-9b63-9f857bca042e,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/quota-exceeded-during-creation-upgrade,QuotaExceeded or InsufficientVCPUQuota error during creation or upgrade - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/quota-exceeded-during-creation-upgrade.md,,no,no bash/terminal commands present,141,-56.70%,115,H,0,9.20%,36.20%,84.30%,31.20%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=221d1905-e50d-8482-2f8f-e398974da8eb,https://aka.ms/learncontenttrends?p_SelectedPlatformId=221d1905-e50d-8482-2f8f-e398974da8eb,91-180 days,########,########,73,51.80%,15.60%,19.10%,13.50%,0.00%,2%,0%,84%,4/10/2024,genli,No,,221d1905-e50d-8482-2f8f-e398974da8eb,99177437-380c-3492-ab97-bc431ebf3377,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/storage/mountoptions-settings-azure-files,Recommended and useful mountOptions settings on Azure Files - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/storage/mountoptions-settings-azure-files.md,,no,"Content only contains YAML configuration, not bash/terminal commands",560,-29.20%,380,H,0,7.10%,10.90%,94.20%,42.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=421462e7-53f1-2f03-2003-5678024d07ef,https://aka.ms/learncontenttrends?p_SelectedPlatformId=421462e7-53f1-2f03-2003-5678024d07ef,91-180 days,9/20/2024,9/14/2024,193,34.50%,13.20%,44.10%,7.00%,1.30%,22%,0%,94%,4/10/2024,genli,No,,421462e7-53f1-2f03-2003-5678024d07ef,c7153bd9-ab00-3fdd-bb31-903987c0723d,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/error-code-requestdisallowedbypolicy,RequestDisallowedByPolicy error when deploying an AKS cluster - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/error-code-requestdisallowedbypolicy.md,,no,no supported bash/azurecli commands present,157,-34.90%,111,H,0,11.50%,24.80%,87.40%,31.20%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=b48a22a7-3d45-f198-f01f-b2fdbf558d95,https://aka.ms/learncontenttrends?p_SelectedPlatformId=b48a22a7-3d45-f198-f01f-b2fdbf558d95,91-180 days,########,########,106,67.50%,8.30%,16.60%,7.60%,0.00%,4%,0%,87%,4/10/2024,genli,No,,b48a22a7-3d45-f198-f01f-b2fdbf558d95,69219959-5d89-36f4-b82e-1fabd12254de,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/resolve-az-aks-command-invoke-failures,Resolve az aks command invoke failures - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/resolve-az-aks-command-invoke-failures.md,,yes,,192,-14.30%,130,H,0,12.50%,19.80%,90.80%,38.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=621cc427-572e-cd7a-809e-f01d68309167,https://aka.ms/learncontenttrends?p_SelectedPlatformId=621cc427-572e-cd7a-809e-f01d68309167,91-180 days,########,########,103,53.60%,9.40%,28.60%,8.30%,0.00%,13%,0%,91%,4/10/2024,genli,No,,621cc427-572e-cd7a-809e-f01d68309167,bec587df-0eaf-34f5-a9b7-b08e62ea9b32,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/storage/slow-attach-detach-operations-azure-disk,Slow attach and detach operations for an Azure disk - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/storage/slow-attach-detach-operations-azure-disk.md,,no,"no bash or terminal commands are present, only explanatory text and GUI-based/process instructions",46,-24.60%,35,H,0,10.90%,15.20%,91.40%,34.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=dd398f21-1ec4-3225-bbd9-c6d4e0ac14c5,https://aka.ms/learncontenttrends?p_SelectedPlatformId=dd398f21-1ec4-3225-bbd9-c6d4e0ac14c5,91-180 days,12/4/2024,########,21,45.70%,4.30%,43.50%,6.50%,0.00%,3%,0%,91%,4/10/2024,genli,No,,dd398f21-1ec4-3225-bbd9-c6d4e0ac14c5,027b58be-8056-39ab-8ab2-0d08200f6140,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/azure/aks/aks-support-help,Support and troubleshooting for Azure Kubernetes Service (AKS) - Azure Kubernetes Service,https://raw.githubusercontent.com/MicrosoftDocs/azure-aks-docs/refs/heads/main/articles/aks/aks-support-help.md,,no,"No bash or Azure CLI commands present; content is informational and contains only links, text, and tables.",141,12.80%,111,H,0,14.20%,44.00%,81.10%,22.00%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=c1f8d281-aed2-e02d-8b16-658772424d8a,https://aka.ms/learncontenttrends?p_SelectedPlatformId=c1f8d281-aed2-e02d-8b16-658772424d8a,> 365 days,8/1/2024,9/27/2023,54,38.30%,14.90%,46.10%,0.70%,0.00%,1%,0%,80%,8/1/2024,nickoman,No,,c1f8d281-aed2-e02d-8b16-658772424d8a,d647e7f6-8372-3edf-a5ff-d1ada6bf81e3,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/tcp-timeouts-dial-tcp-nodeip-10250-io-timeout,TCP 10250 I/O timeout errors when connecting to a node's Kubelet for log retrieval - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/tcp-timeouts-dial-tcp-nodeip-10250-io-timeout.md,,yes,,66,-45.00%,50,H,0,3.00%,47.00%,90.00%,31.80%,100.00%,1,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=94242453-495e-76fa-f7a4-ecefc24f358b,https://aka.ms/learncontenttrends?p_SelectedPlatformId=94242453-495e-76fa-f7a4-ecefc24f358b,91-180 days,9/27/2024,9/19/2024,42,63.60%,10.60%,25.80%,0.00%,0.00%,4%,0%,90%,4/10/2024,genli,No,,94242453-495e-76fa-f7a4-ecefc24f358b,e4379660-a8b6-305b-acfd-7c6064e11fcb,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/tcp-timeouts-kubetctl-third-party-tools-connect-api-server,"TCP time-outs when kubectl, other 3rd-party tools connect to API - Azure",https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/tcp-timeouts-kubetctl-third-party-tools-connect-api-server.md,,yes,,71,-24.50%,57,H,0,14.10%,22.50%,84.20%,47.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=aa167cbf-e6e0-7e80-9c5e-32b74eaa420b,https://aka.ms/learncontenttrends?p_SelectedPlatformId=aa167cbf-e6e0-7e80-9c5e-32b74eaa420b,91-180 days,########,########,40,56.30%,15.50%,23.90%,4.20%,0.00%,5%,0%,84%,4/10/2024,genli,No,,aa167cbf-e6e0-7e80-9c5e-32b74eaa420b,8c25c61d-3498-3990-b9be-5a1b8c9a89e8,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/tls-client-offered-unsupported-versions,TLS client offered only unsupported versions - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/tls-client-offered-unsupported-versions.md,,no,No eligible bash or Azure CLI commands present; instructions are advisory and link to external upgrade steps.,46,-22.00%,36,H,0,4.30%,34.80%,86.10%,39.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=2f0ef625-896a-949d-7e47-1be4778a5260,https://aka.ms/learncontenttrends?p_SelectedPlatformId=2f0ef625-896a-949d-7e47-1be4778a5260,91-180 days,########,########,38,82.60%,8.70%,8.70%,0.00%,0.00%,3%,0%,86%,4/10/2024,genli,No,,2f0ef625-896a-949d-7e47-1be4778a5260,78d66533-2623-37b1-9c41-67ffd62fbc41,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/traffic-between-node-pools-is-blocked,Traffic between node pools is blocked by a custom NSG - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/traffic-between-node-pools-is-blocked.md,,no,no bash or Azure CLI commands present; instructions are conceptual and GUI-based,101,-33.10%,73,H,0,9.90%,25.70%,86.30%,29.70%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=008cdbe1-e701-5447-5636-f46a9298594e,https://aka.ms/learncontenttrends?p_SelectedPlatformId=008cdbe1-e701-5447-5636-f46a9298594e,91-180 days,10/8/2024,9/23/2024,51,50.50%,4.00%,33.70%,11.90%,0.00%,1%,0%,86%,4/10/2024,genli,No,,008cdbe1-e701-5447-5636-f46a9298594e,02af6667-c772-3536-94a4-104ba4e97948,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/user-cannot-get-cluster-resources,"Troubleshoot ""Forbidden"" error when trying to access AKS cluster resources - Azure",https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/user-cannot-get-cluster-resources.md,,yes,,454,-38.50%,326,H,0,9.90%,30.00%,89.00%,39.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=4e1d2c63-9589-db64-91f4-48df045049d6,https://aka.ms/learncontenttrends?p_SelectedPlatformId=4e1d2c63-9589-db64-91f4-48df045049d6,181-270 days,########,8/26/2024,308,67.80%,11.50%,19.60%,1.10%,0.00%,14%,0%,89%,4/10/2024,genli,No,,4e1d2c63-9589-db64-91f4-48df045049d6,991e5b35-23dc-340c-9ed7-e80f3a3a3131,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/error-code-subnetisfull-upgrade,Troubleshoot a SubnetIsFull error code that occurs during an AKS cluster upgrade - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/error-code-subnetisfull-upgrade.md,,no,no eligible bash/Azure CLI code blocks present,117,9.30%,76,H,0,10.30%,22.20%,82.90%,28.20%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=7df9e23f-fa83-4e60-a9ac-a4b72a8885bd,https://aka.ms/learncontenttrends?p_SelectedPlatformId=7df9e23f-fa83-4e60-a9ac-a4b72a8885bd,91-180 days,########,########,60,51.30%,14.50%,29.10%,5.10%,0.00%,9%,0%,83%,4/10/2024,genli,No,,7df9e23f-fa83-4e60-a9ac-a4b72a8885bd,5ed28adf-ee60-37d4-bdbd-8aadfecff2d8,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/troubleshoot-apiserver-etcd,Troubleshoot API server and etcd problems in AKS - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/troubleshoot-apiserver-etcd.md,,yes,,219,-33.80%,138,H,0,11.00%,35.20%,87.00%,42.90%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=5fbd3e80-9581-fc41-9453-ac4714dec47d,https://aka.ms/learncontenttrends?p_SelectedPlatformId=5fbd3e80-9581-fc41-9453-ac4714dec47d,91-180 days,########,########,89,40.60%,22.80%,31.50%,5.00%,0.00%,11%,0%,87%,4/10/2024,segule,No,,5fbd3e80-9581-fc41-9453-ac4714dec47d,dea823a4-9052-38d5-93b4-7dc4cd5057c6,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/extensions/troubleshoot-key-vault-csi-secrets-store-csi-driver,Troubleshoot Azure Key Vault Secrets Provider add-on in AKS - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/extensions/troubleshoot-key-vault-csi-secrets-store-csi-driver.md,,yes,,663,-33.50%,482,H,0,8.60%,14.50%,87.30%,49.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=ae9c71a1-a4b0-c296-fec4-ee56229eb6f8,https://aka.ms/learncontenttrends?p_SelectedPlatformId=ae9c71a1-a4b0-c296-fec4-ee56229eb6f8,0-90 days,########,########,465,70.10%,9.50%,19.30%,1.10%,0.00%,15%,1%,87%,4/10/2024,genli,No,,ae9c71a1-a4b0-c296-fec4-ee56229eb6f8,711f6972-6525-3356-a878-141b46501be3,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/troubleshoot-aks-cluster-creation-issues,Troubleshoot Azure Kubernetes Service cluster creation issues - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/troubleshoot-aks-cluster-creation-issues.md,,yes,,311,-8.00%,250,H,0,12.90%,19.30%,83.60%,33.80%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=cfece9b8-8bee-c54b-ffc9-11da29f376b0,https://aka.ms/learncontenttrends?p_SelectedPlatformId=cfece9b8-8bee-c54b-ffc9-11da29f376b0,181-270 days,9/9/2024,8/30/2024,110,35.40%,7.70%,47.60%,9.30%,0.00%,4%,1%,84%,4/10/2024,genli,No,,cfece9b8-8bee-c54b-ffc9-11da29f376b0,84c2a7b6-ece5-3172-b085-994feb35e652,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/connectivity/troubleshoot-cluster-connection-issues-api-server,Troubleshoot cluster connection issues with the API server - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/connectivity/troubleshoot-cluster-connection-issues-api-server.md,,yes,,244,-11.60%,165,H,0,9.00%,27.00%,90.90%,28.30%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=efe9b797-0a63-efaa-a6ca-1cdf560b6d9c,https://aka.ms/learncontenttrends?p_SelectedPlatformId=efe9b797-0a63-efaa-a6ca-1cdf560b6d9c,181-270 days,8/30/2024,8/30/2024,111,45.50%,12.30%,36.50%,5.70%,0.00%,18%,0%,91%,4/10/2024,genli,No,,efe9b797-0a63-efaa-a6ca-1cdf560b6d9c,a5103f37-ea02-3661-bf05-9c54d3b63362,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
25-Feb,Support,troubleshooting,https://learn.microsoft.com/en-us/troubleshoot/azure/azure-kubernetes/create-upgrade-delete/upgrading-or-scaling-does-not-succeed,Troubleshoot cluster upgrading and scaling errors - Azure,https://raw.githubusercontent.com/MicrosoftDocs/SupportArticles-docs/refs/heads/main/support/azure/azure-kubernetes/create-upgrade-delete/upgrading-or-scaling-does-not-succeed.md,,yes,,135,-27.80%,115,H,0,7.40%,28.10%,86.10%,34.10%,,,,https://aka.ms/learncontentdrilldown?p_SelectedPlatformId=26dd8445-7fd5-d4a0-0d1b-3e3a8cced58c,https://aka.ms/learncontenttrends?p_SelectedPlatformId=26dd8445-7fd5-d4a0-0d1b-3e3a8cced58c,91-180 days,9/19/2024,9/19/2024,89,65.90%,11.10%,15.60%,7.40%,0.00%,7%,0%,86%,4/10/2024,genli,No,,26dd8445-7fd5-d4a0-0d1b-3e3a8cced58c,696f392d-14a0-393d-a74f-c026b26bdb56,"[""infrastructure"",""digital-app-innovation"",""data-ai""]"
